complex_name,status,completion_date,avg_price,industry_type,management,land_size,complex_group,website_url
김포학운2일반산업단지,분양완료,2016-02-12,652727,"식료품,목재및나무제품,펄프·종이및종이제품,코크스·연탄및석유정제품,화학물질및화학제품,고무및플라스틱,1차금속,금속가공,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,가구,기타제품 제조업, 인쇄및기록매체복제업, 전기·가스·증기및공기조절공급업",김포산업단지관리공단,634028,일반,https://gnews.gg.go.kr/news/news_detail.do?number=201408260953467055C052&s_code=C052
김포학운3일반산업단지,분양완료,2018-07-31,745454,"식료품,펄프.종이,화학물질및화학제품,고무및플라스틱,1차금속,금속가공,전자부품.영상.음향및통신장비,의료.정밀.광학기기및시계,기타기계및장비,전기장비,자동차및트레일러,가구,기타제품 제조업, 출판·인쇄및기록매체복제업,창고및운송관련서비스업,전기.가스.증기및공기조절공급업",김포산업단지관리공단,958131,일반,https://www.gimpo.go.kr/portal/contents.do?key=9088
김포학운4일반산업단지,분양완료,2016-07-19,669696,"섬유제품,화학물질및화학제품,고무및플라스틱,비금속제품,1차금속,금속가공,전자부품·컴퓨터·영상음향 및 통신장비,의료·정밀·광학기기 및 시계,전기장비,기타기계장비,가구 제조업",김포산업단지관리공단,492000,일반,https://www.gimpo.go.kr/portal/contents.do?key=1311
김포학운일반산업단지,분양완료,1997-09-08,42730,"한국표준산업분류상 전 제조업(단, 입주제한업종을 제외한 업종에 한함.)",김포산업단지관리공단,55628,일반,https://www.gimpo.go.kr/portal/contents.do?key=1308
김포항공일반산업단지,분양완료,2017-09-13,0,"기타운송장비제조업, 항공운수업",경기_김포시,335512,일반,http://takorea.com/%EA%B9%80%ED%8F%AC%ED%95%AD%EA%B3%B5%EC%9D%BC%EB%B0%98%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80/
김해GoldenRoot일반산업단지,분양완료,2014-12-26,528000,"금속가공제품, 기타기계및장비, 전기장비, 전자부품,컴퓨터,영상,음향및통신장비, 의료,정밀,광학 및 시계, 자동차및트레일러, 기타운송장비, 의료용물질및의약(의료용품및기타의약관련제품 제조업만 가능) 제조업, 전기·가스·증기 및 공기조절공급업 중 태양력발전업만 가능, 부동산임대업",경남_김해시,1524154,일반,https://blog.naver.com/cytg75/130167936978
김해덕암일반산업단지,분양완료,2001-07-26,151000,"식료품,음료,섬유제품,펄프·종이및종이제품,화학물질및화학제품,고무및플라스틱,비금속광물,1차금속,금속가공제품,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,기타제품 제조업, 전기·가스·증기 및 공기조절 공급업 중 태양력발전업(지붕 및 외벽 설치), 부동산임대업",(사)덕암일반산업단지입주기업체협의회,155574,일반,https://www.gimhae.go.kr/00847/00873/03021.web
김해명동일반산업단지,분양중,2019-02-22,515000,"1차 금속 제조업(C24), 금속 가공제품 제조업(C25), 기타 기계 및 장비 제조업(C29), 자동차 및 트레일러 제조업(C30), 기타 운송장비 제조업(C31), 전기·가스·증기 및 공기 조절 공급업(D35), 창고 및 운송관련 서비스업(H52), 부동산업(L68), 건축기술·엔지니어링 및 기타기술 서비스업(M72)",경남_김해시,263030,일반,http://gimhaecci.korcham.net/file/dext5uploaddata/2019/06/%EA%B9%80%ED%95%B4%20%EB%AA%85%EB%8F%99%EC%9D%BC%EB%B0%98%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80%EC%A1%B0%EC%84%B1%20%EC%82%AC%EC%97%85%EA%B0%9C%EC%9A%94.pdf
김해오척일반산업단지,분양완료,2013-12-12,0,"섬유제품(마스크 제조 관련 업종에 한함), 고무 및 플라스틱제품, 1차금속, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비 제조업, 전기·가스·증기 및 공기 조절 공급업 중 태양력발전업(건축물·공작물의 지붕, 외벽에 한함), 창고 및 운송관련서비스업(위험물보관업은 제외), 부동산임대업(*입주자격 고시문 참조)",경남_김해시,149256,일반,https://www.gimhae.go.kr/00847/00873/03023.web
김해이노비즈벨리일반산업단지,분양완료,2020-01-02,530200,"비금속광물제품제조업, 금속가공제조업, 기타기계 및 장비 제조업, 자동차 및 트레일러 제조업, 육상운송 및 파이프라인 운송업, 창고 및 운송관련 서비스업, 전기·가스·증기및공기조절공급업(태양력발전업에 한함), 부동산임대업 *입주제한업종 고시문 참조",경남_김해시,212757,일반,https://www.gimhae.go.kr/00847/00873/03030.web
김해진영주호일반산업단지,분양완료,2013-06-25,503960,"금속가공제품 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 기타 운송장비 제조업, 전기.가스.증기 및 공기조절공급업, 부동산 임대업, 창고 및 운송관련 서비스업 *자세한내용 고시문 참조",경남_김해시,116696,일반,http://www.knnews.co.kr/news/articleView.php?idxno=925351
김해테크노밸리일반산업단지,분양완료,2018-04-06,522000,"비금속광물,금속가공제품,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,섬유제품(*기타직물제품에 한함) 제조업, 창고및운송관련서비스업, 전기·가스·증기및공기조절공급업(*태양력발전업, 기타발전업에 한함), 부동산임대업(*입주자격 고시문 참조)",경남_김해시,1644011,일반,https://www.gimhae.go.kr/00847/00873/03024.web
나주문평일반산업단지,분양완료,1989-07-22,10831,"음식료, 섬유의복, 석유화학",전남_나주시,323337,일반,https://industry.jeonnam.go.kr/?c=2/13&layoutPage=info_01&cp_id=JN000012
나주신도일반산업단지,분양중,2015-03-31,216300,"펄프·종이 및 종이제품, 금속가공제품, 전자,부품,컴퓨터영상,음향 및 통신장비, 전기장비, 기타제품 제조업, 전기,가스,증기및 공기조절 공급업, 폐기물 처리 및 수집운반 재생업",전남_나주시,297986,일반,https://industry.jeonnam.go.kr/?c=2/13&layoutPage=info_01&cp_id=JN000036
나주일반산업단지,분양완료,2011-09-30,125000,"식료품,음료,비금속광물,금속가공제품,기타기계·장비,섬유제품,목재및나무제품,펄프·종이및종이제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱제품,1차금속,전기장비,기타제품 제조업, 창고및운송관련서비스업(일반창고업, 냉장 및 냉동창고업, 곡물창고에 한함)","전남_나주시, 전라남도",548945,일반,http://www.seohee.co.kr/home/seohees/base/sub02/sub02_07_05.php?mode=view&bbs_no=2442
나주혁신일반산업단지,분양중,2016-05-26,190000,"금속가공제품,기타기계 및 장비,전자부품·컴퓨터·영상·음향 및 통신장비,전기장비,식료품,음료,화학물질및화학제품,의료·정밀·광학기기및시계,자동차및트레일러,고무제품 및 플라스틱제품,비금속광물제품,기타운송장비 제조업, 연구개발업, 교육서비스업, 전기·가스·증기및공기조절공급업, 부동산업, 임대업;부동산 제외",전남_나주시,1788548,일반,https://www.newsis.com/view/?id=NISX20240121_0002599406
남공주일반산업단지,분양중,-,217177,"식료품,섬유제품,펄프·종이 및 종이제품,화학물질 및 화학제품,의료용물질및의약품,고무제품및플라스틱,금속가공제품,전자부품·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러 제조업, 창고 및 운송관련 서비스업, 전기·가스·증기및공기조절공급업",충남_공주시,730424,일반,https://blog.naver.com/fluke8501571/223376996696
남동국가산업단지,분양완료,1997-02-28,93894,"화학물질및화학제품,자동차및트레일러,기타운송장비,전자부품・컴퓨터・영상・음향및통신장비,의료・정밀・광학기기및시계,전기장비,기타기계및장비,가구 제조업, 출판업, 영상・오디오 기록물 제작 및 배급업, 통신업, 컴퓨터 프로그래밍・시스템통합 및 관리업, 정보서비스업, 연구개발업, 건축기술・엔지니어링 및 기타 과학기술서비스업, 기타전문・과학 및 기술 서비스업, 산업단지 관리기본계획 상 입주 가능한 업종 *입주제한업종 고시문참조",한국산업단지공단,9504046,국가,https://terms.naver.com/entry.naver?docId=532825&cid=46631&categoryId=46631
남양주광릉테크노밸리일반산업단지,분양완료,2014-05-30,641498,"식료품, 음료, 의복·의복악세서리 및 모피제품, 펄프·종이 및 종이제품, 인쇄 및 기록매체, 의료용물질 및 의약품, 고무제품 및 플라스틱, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비, 기타제품 제조업",경기_남양주시,209768,일반,https://terms.naver.com/entry.naver?docId=6715965&cid=71850&categoryId=71928
남양주금곡일반산업단지,분양완료,2015-11-17,515795,"식료품, 음료, 금속, 전기장비, 기타기계, 전자부품,컴퓨터,영상,음향및통신장비, 의료,정밀,광학기기및시계, 자동차및트레일러, 기타운송장비, 섬유제품, 의복, 의료용제품, 고무제품",경기_남양주시,130199,일반,https://terms.naver.com/entry.naver?docId=6715966&cid=71850&categoryId=71928
남양주진관일반산업단지,분양완료,2013-07-17,769270,"섬유(의복제외),펄프·종이 및 종이,화학물질 및 화학(의약품제외),고무 및 플라스틱,비금속광물,금속가공,기타기계 및 장비,전기장비,가구",경기_남양주시,142000,일반,https://gnews.gg.go.kr/news/news_detail.do?number=201307181053437055C052&s_code=0
남여주일반산업단지,분양완료,2017-12-21,292941,"전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 전기장비 제조업, 섬유제품 제조업;의복제외, 고무 및 플라스틱제품 제조업, 의료 정밀 광학기기 및 시계제조업",경기_여주시,55694,일반,http://www.news114.kr/bbs/board.php?bo_table=namhangang&wr_id=1295
남원일반산업단지,분양중,-,98530,"식료품,음료,목재및나무제품,펄프·종이및종이제품,고무제품및플라스틱제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,기타제품 제조업, 육상운송및파이프라인 운송업, 창고및운송관련 서비스업, 부동산업",전북_남원시,775646,일반,http://www.jjilbo.com/news/articleView.html?idxno=233044
남춘천일반산업단지,분양중,-,233400,"(식료품,화학물질및화학제품,의료용물질및의약품,의료·정밀·광학기기및시계,전기장비,의복·의복액서서리및모피,비금속광물,금속가공,기타기계및장비,기타)제조업, 컴퓨터프로그래밍·시스템통합및관리업,정보서비스업,전문서비스업,건축기술·엔지니어링및기타과학기술서비스업,기타전문·과학및기술서비스업,창고및운송관련서비스업,연구개발업",강원_춘천시,1452548,일반,http://news.naver.com/main/read.naver?mode=LPOD&mid=tvh&oid=056&aid=0011237557
논산동산일반산업단지,분양완료,2014-07-18,142175,"식료품,섬유제품,펄프 및 종이제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱제품,비금속광물제품,1차금속,금속가공제품,전기장비,기타기계및장비,자동차및트레일러 제조업, 전기·가스·증기및공기조절공급업, 환경정화 및 복원업, 창고 및 운송관련서비스업",충남_논산시,729181,일반,https://www.nonsan.go.kr/kor/html/sub05/05030112.html
논산일반산업단지,분양완료,2004-07-13,59800,"식료품제조업, 음료제조업, 섬유제품제조업, 펄프·종이 및 종이제품제조업, 의료용물질 및 의약품제조업, 비금속광물제조업, 금속가공제품제조업, 전자부품,컴퓨터,영상,음향 및 통신장비제조업, 기타기계 및 장비제조업, 기타제품제조업, 전기·가스·증기 및 공기조절공급업",충남_논산시,253354,일반,https://nonsan.go.kr/korean/html/sub01/01020101.html
논산제2일반산업단지,분양완료,2011-06-10,118277,"화학물질 및 화학제품, 고무제품 및 플라스틱, 비금속 광물제품, 기타기계 및 장비, 식료품, 펄프, 종이 및 종이제품, 1차금속제품, 섬유제품 제조업, 인쇄 및 기록매체복제업",충남_논산시,508810,일반,https://www.nonsan.go.kr/kor/html/sub05/05030115.html
